,sequence,sequence_tok
9843,I just got a new cue in @8ballpool - who wants to be the first to get schooled with it? https://t.co/CXkQwKIpkC,"['I', 'just', 'got', 'a', 'new', 'cue', 'in', '@8ballpool', '-', 'who', 'wants', 'to', 'be', 'the', 'first', 'to', 'get', 'schooled', 'with', 'it?', 'https://t.co/CXkQwKIpkC']"
9844,Just wait until the Steven Universe/South Park crossover,"['Just', 'wait', 'until', 'the', 'Steven', 'Universe/South', 'Park', 'crossover']"
9845,@DirtyHippyDalek @mk_inwa @JackMolly3 @maria7scruff @MrSebBT @Freddie_bt @Oscar_cute_BT @HDUFC @Rufus_The_Red ok sweetie x,"['@DirtyHippyDalek', '@mk_inwa', '@JackMolly3', '@maria7scruff', '@MrSebBT', '@Freddie_bt', '@Oscar_cute_BT', '@HDUFC', '@Rufus_The_Red', 'ok', 'sweetie', 'x']"
9846,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9847,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9848,I make the stupidest jokes._���_���_���_���_���,"['I', 'make', 'the', 'stupidest', 'jokes._���_���_���_���_���']"
9849,Not in the mood.... like no lie... I'm a human being not a piece of meat _���_���#turnedoff,"['Not', 'in', 'the', 'mood....', 'like', 'no', 'lie...', ""I'm"", 'a', 'human', 'being', 'not', 'a', 'piece', 'of', 'meat', '_���_���#turnedoff']"
9850,#NW The Walking Dead,"['#NW', 'The', 'Walking', 'Dead']"
9851,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9852,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9853,@JonBanquer @ginacanadiangrl @electroboyusa @KingBillyV @aminowellness You think Bernie will be elected President of the US.. explain,"['@JonBanquer', '@ginacanadiangrl', '@electroboyusa', '@KingBillyV', '@aminowellness', 'You', 'think', 'Bernie', 'will', 'be', 'elected', 'President', 'of', 'the', 'US..', 'explain']"
9854,@jbrading @tiepod lol college football man.  We are all a sensitive group.  The  pendulum just happens to be in our favor right now so we,"['@jbrading', '@tiepod', 'lol', 'college', 'football', 'man.', '', 'We', 'are', 'all', 'a', 'sensitive', 'group.', '', 'The', '', 'pendulum', 'just', 'happens', 'to', 'be', 'in', 'our', 'favor', 'right', 'now', 'so', 'we']"
9855,@What_The_Dread @KwizzyOhsoWavy lol don't laugh Scot!,"['@What_The_Dread', '@KwizzyOhsoWavy', 'lol', ""don't"", 'laugh', 'Scot!']"
9856,#NewMusicMonday - this week on the #9OClockNews with @Jill1041 check out new tracks from @Turbowolfband &amp; @Highly_Suspect,"['#NewMusicMonday', '-', 'this', 'week', 'on', 'the', '#9OClockNews', 'with', '@Jill1041', 'check', 'out', 'new', 'tracks', 'from', '@Turbowolfband', '&amp;', '@Highly_Suspect']"
9857,And last but not the least! #vegan  dessert totally sugarless and low carb dairy free Raw Cocoa Chia Pudding... https://t.co/COPACLKzlz,"['And', 'last', 'but', 'not', 'the', 'least!', '#vegan', '', 'dessert', 'totally', 'sugarless', 'and', 'low', 'carb', 'dairy', 'free', 'Raw', 'Cocoa', 'Chia', 'Pudding...', 'https://t.co/COPACLKzlz']"
9858,Was waiting for water to boil and after 10 minutes I came back to realize the I didn't turn on the burner ah,"['Was', 'waiting', 'for', 'water', 'to', 'boil', 'and', 'after', '10', 'minutes', 'I', 'came', 'back', 'to', 'realize', 'the', 'I', ""didn't"", 'turn', 'on', 'the', 'burner', 'ah']"
9859,Fool me three times fuck the peace sign,"['Fool', 'me', 'three', 'times', 'fuck', 'the', 'peace', 'sign']"
9860,Get Weather Updates from The Weather Channel. 15:39:51,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:51']"
9861,"NO VEO LA HORA DE QUE SE LANCE ""MADE IN THE A.M."" 
@onedirection Artist Of The Year #AMAs","['NO', 'VEO', 'LA', 'HORA', 'DE', 'QUE', 'SE', 'LANCE', '""MADE', 'IN', 'THE', 'A.M.""', '\n@onedirection', 'Artist', 'Of', 'The', 'Year', '#AMAs']"
9862,WSOC: Kudos to @BrownWSoccer's Celia Story for earning Ivy Co-Player of the Week! https://t.co/sYN6DZ12SE #GoBruno https://t.co/sWETLYY35Q,"['WSOC:', 'Kudos', 'to', ""@BrownWSoccer's"", 'Celia', 'Story', 'for', 'earning', 'Ivy', 'Co-Player', 'of', 'the', 'Week!', 'https://t.co/sYN6DZ12SE', '#GoBruno', 'https://t.co/sWETLYY35Q']"
9863,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9864,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9865,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9866,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9867,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9868,"Hasn't yet, but the day is still young. @submx8ch @Lightcaster88","[""Hasn't"", 'yet,', 'but', 'the', 'day', 'is', 'still', 'young.', '@submx8ch', '@Lightcaster88']"
9869,@DJ_ADAMMS it will probably be the only time! It was rare!,"['@DJ_ADAMMS', 'it', 'will', 'probably', 'be', 'the', 'only', 'time!', 'It', 'was', 'rare!']"
9870,Just the waking up early... https://t.co/oWnIftrszk,"['Just', 'the', 'waking', 'up', 'early...', 'https://t.co/oWnIftrszk']"
9871,@onedirection Artist of the year #AMAs,"['@onedirection', 'Artist', 'of', 'the', 'year', '#AMAs']"
9872,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9873,The amount I've grown mentally in the past year is a good feeling.,"['The', 'amount', ""I've"", 'grown', 'mentally', 'in', 'the', 'past', 'year', 'is', 'a', 'good', 'feeling.']"
9874,"@CBCSaskatoon  Nope.  The air we breath, the sun, our own hormones are all potentially carcinogenic.  Moderation is key to everything!!!","['@CBCSaskatoon', '', 'Nope.', '', 'The', 'air', 'we', 'breath,', 'the', 'sun,', 'our', 'own', 'hormones', 'are', 'all', 'potentially', 'carcinogenic.', '', 'Moderation', 'is', 'key', 'to', 'everything!!!']"
9875,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9876,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9877,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9878,what England dares to criticize the international Holy Cow of Saudi Arabia about its  human rights atmosphere?,"['what', 'England', 'dares', 'to', 'criticize', 'the', 'international', 'Holy', 'Cow', 'of', 'Saudi', 'Arabia', 'about', 'its', '', 'human', 'rights', 'atmosphere?']"
9879,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9880,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9881,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9882,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9883,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9884,First day on the job got me forgetting its my day of birth. #23stilldoesntfeelold,"['First', 'day', 'on', 'the', 'job', 'got', 'me', 'forgetting', 'its', 'my', 'day', 'of', 'birth.', '#23stilldoesntfeelold']"
9885,The only motivational person you need in your life is yourself,"['The', 'only', 'motivational', 'person', 'you', 'need', 'in', 'your', 'life', 'is', 'yourself']"
9886,gonna be so tired at work on Sunday after the party on Saturday_���,"['gonna', 'be', 'so', 'tired', 'at', 'work', 'on', 'Sunday', 'after', 'the', 'party', 'on', 'Saturday_���']"
9887,Get Weather Updates from The Weather Channel. 15:39:50,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:50']"
9888,What in the world is a shadow bank 121 classmates halp,"['What', 'in', 'the', 'world', 'is', 'a', 'shadow', 'bank', '121', 'classmates', 'halp']"
9889,New ���Suicide Squad�۪ image shows Jared Leto as The Joker in full costume https://t.co/akYUkCXAc5 via @hypable,"['New', '���Suicide', 'Squad�۪', 'image', 'shows', 'Jared', 'Leto', 'as', 'The', 'Joker', 'in', 'full', 'costume', 'https://t.co/akYUkCXAc5', 'via', '@hypable']"
9890,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9891,I want to date someone who I don't have to see all the time but I wouldn't mind seeing all the time,"['I', 'want', 'to', 'date', 'someone', 'who', 'I', ""don't"", 'have', 'to', 'see', 'all', 'the', 'time', 'but', 'I', ""wouldn't"", 'mind', 'seeing', 'all', 'the', 'time']"
9892,grifterR1 : Some cool treats the local CW_network affiliate sent over for halloweencomic t��_ https://t.co/WitwGX5vCU https://t.co/CVU67hLl1e,"['grifterR1', ':', 'Some', 'cool', 'treats', 'the', 'local', 'CW_network', 'affiliate', 'sent', 'over', 'for', 'halloweencomic', 't��_', 'https://t.co/WitwGX5vCU', 'https://t.co/CVU67hLl1e']"
9893,The ETAhand2mind Daily is out! https://t.co/kkxNYmszIe,"['The', 'ETAhand2mind', 'Daily', 'is', 'out!', 'https://t.co/kkxNYmszIe']"
9894,"I was down on my knee.Looked straight into your eyes and said to myself ""the next time I'll do should be a ring for you.""#ALDUBPredictions","['I', 'was', 'down', 'on', 'my', 'knee.Looked', 'straight', 'into', 'your', 'eyes', 'and', 'said', 'to', 'myself', '""the', 'next', 'time', ""I'll"", 'do', 'should', 'be', 'a', 'ring', 'for', 'you.""#ALDUBPredictions']"
9895,@mmaher70 One Nation 4 the Tories mantra is Dead. Osborne is pushing on with the Champagne Society 4 him an his rich chums of Backs of poor,"['@mmaher70', 'One', 'Nation', '4', 'the', 'Tories', 'mantra', 'is', 'Dead.', 'Osborne', 'is', 'pushing', 'on', 'with', 'the', 'Champagne', 'Society', '4', 'him', 'an', 'his', 'rich', 'chums', 'of', 'Backs', 'of', 'poor']"
9896,#fashion#style#cool Mothers are en  Vogue in Brazil Wearing Dolce&amp;Gabbana: To celebrate the Dolc... https://t.co/Ufd8gqm3xl #dolcegabbana,"['#fashion#style#cool', 'Mothers', 'are', 'en', '', 'Vogue', 'in', 'Brazil', 'Wearing', 'Dolce&amp;Gabbana:', 'To', 'celebrate', 'the', 'Dolc...', 'https://t.co/Ufd8gqm3xl', '#dolcegabbana']"
9897,"@onedirection 
Artist of the Year 
#AMAs 
X3","['@onedirection', '\nArtist', 'of', 'the', 'Year', '\n#AMAs', '\nX3']"
9898,#beer_benefits: https://t.co/puFwhFTW60  Want to #Save #Money? Fly on a Tuesday! https://t.co/tzkzG3fSF4,"['#beer_benefits:', 'https://t.co/puFwhFTW60', '', 'Want', 'to', '#Save', '#Money?', 'Fly', 'on', 'a', 'Tuesday!', 'https://t.co/tzkzG3fSF4']"
9899,_���_��� just seen the Spector advert and Daniel Craig,"['_���_���', 'just', 'seen', 'the', 'Spector', 'advert', 'and', 'Daniel', 'Craig']"
9900,".@EL__VY ""Need A Friend"" video directed by Tom Berninger https://t.co/dzIzXzBb66 from ""Return to the Moon"" out Friday on @4AD_Official","['.@EL__VY', '""Need', 'A', 'Friend""', 'video', 'directed', 'by', 'Tom', 'Berninger', 'https://t.co/dzIzXzBb66', 'from', '""Return', 'to', 'the', 'Moon""', 'out', 'Friday', 'on', '@4AD_Official']"
9901,the truth behind the Nas vs Nature Beef https://t.co/JqJ3oFj1d4 via @YouTube #nas #queensbridge #hiphop @djvlad #tmz #rapbeef,"['the', 'truth', 'behind', 'the', 'Nas', 'vs', 'Nature', 'Beef', 'https://t.co/JqJ3oFj1d4', 'via', '@YouTube', '#nas', '#queensbridge', '#hiphop', '@djvlad', '#tmz', '#rapbeef']"
9902,@F3Hartsville great news! Nothing torn in my knee just a bad sprain. Should be better in a couple weeks. Thx for all the prayers it worked,"['@F3Hartsville', 'great', 'news!', 'Nothing', 'torn', 'in', 'my', 'knee', 'just', 'a', 'bad', 'sprain.', 'Should', 'be', 'better', 'in', 'a', 'couple', 'weeks.', 'Thx', 'for', 'all', 'the', 'prayers', 'it', 'worked']"
9903,Yessss. Got the best outfit in the game wittzLonk https://t.co/cFt3cNDdc2,"['Yessss.', 'Got', 'the', 'best', 'outfit', 'in', 'the', 'game', 'wittzLonk', 'https://t.co/cFt3cNDdc2']"
9904,@JodiJ_in_LA @BlueAlertUs ...I blocked him. He argues with me all the time.,"['@JodiJ_in_LA', '@BlueAlertUs', '...I', 'blocked', 'him.', 'He', 'argues', 'with', 'me', 'all', 'the', 'time.']"
9905,@A_B_Allen Yeah. I already wear this on election day but I need the Fudge button to even things up. https://t.co/q9olzgdQa0,"['@A_B_Allen', 'Yeah.', 'I', 'already', 'wear', 'this', 'on', 'election', 'day', 'but', 'I', 'need', 'the', 'Fudge', 'button', 'to', 'even', 'things', 'up.', 'https://t.co/q9olzgdQa0']"
9906,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9907,Looming Fallout https://t.co/9UBQJwSmVm STUPID PPL VOTED FOR THE STUPID PARTY @THEDEMOCRATS @POTUS,"['Looming', 'Fallout', 'https://t.co/9UBQJwSmVm', 'STUPID', 'PPL', 'VOTED', 'FOR', 'THE', 'STUPID', 'PARTY', '@THEDEMOCRATS', '@POTUS']"
9908,To be clear: Baylor may win all its games and reach the playoff. Talented team. But to presume there's no dropoff at QB is naive.,"['To', 'be', 'clear:', 'Baylor', 'may', 'win', 'all', 'its', 'games', 'and', 'reach', 'the', 'playoff.', 'Talented', 'team.', 'But', 'to', 'presume', ""there's"", 'no', 'dropoff', 'at', 'QB', 'is', 'naive.']"
9909,Tis the season of sharing something #Scary #Halloween #TheRake #Creepypasta #Creepy https://t.co/jBVhQDCh4Q,"['Tis', 'the', 'season', 'of', 'sharing', 'something', '#Scary', '#Halloween', '#TheRake', '#Creepypasta', '#Creepy', 'https://t.co/jBVhQDCh4Q']"
9910,https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/U3p8haeiGB,"['https://t.co/miYAuiSOD0', 'like', 'and', 'subscribe', 'to', 'the', 'channel', 'https://t.co/U3p8haeiGB']"
9911,Ben Carson &amp; Bernie Sanders are definitely catching my interest more than the rest.,"['Ben', 'Carson', '&amp;', 'Bernie', 'Sanders', 'are', 'definitely', 'catching', 'my', 'interest', 'more', 'than', 'the', 'rest.']"
9912,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9913,The way this season has gone so far. I don't look forward to any game Regardless of the opposition. It's a bit of chore really.,"['The', 'way', 'this', 'season', 'has', 'gone', 'so', 'far.', 'I', ""don't"", 'look', 'forward', 'to', 'any', 'game', 'Regardless', 'of', 'the', 'opposition.', ""It's"", 'a', 'bit', 'of', 'chore', 'really.']"
9914,"@Harry_Styles Hi H
I love you very much. You're amazing.
Can you follow me please? It's just 2 seconds.. ���
All the love xx ��_
�ۢ8,181","['@Harry_Styles', 'Hi', 'H\nI', 'love', 'you', 'very', 'much.', ""You're"", 'amazing.\nCan', 'you', 'follow', 'me', 'please?', ""It's"", 'just', '2', 'seconds..', '���\nAll', 'the', 'love', 'xx', '��_\n�ۢ8,181']"
9915,@tardinals @PoachBro @ben__glista @MikeyStevenson9 im definitely not the guy fired for being an idiot online https://t.co/xp4Yx9F8e6,"['@tardinals', '@PoachBro', '@ben__glista', '@MikeyStevenson9', 'im', 'definitely', 'not', 'the', 'guy', 'fired', 'for', 'being', 'an', 'idiot', 'online', 'https://t.co/xp4Yx9F8e6']"
9916,Get Weather Updates from The Weather Channel. 15:39:51,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:51']"
9917,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9918,#WeeklySoundy: https://t.co/jsaAmZ449R - @SinitusTempo - Opto feat. Samson - In The Middle [Prod. Sinitus Tempo] #Weekly #promo #Arkisound,"['#WeeklySoundy:', 'https://t.co/jsaAmZ449R', '-', '@SinitusTempo', '-', 'Opto', 'feat.', 'Samson', '-', 'In', 'The', 'Middle', '[Prod.', 'Sinitus', 'Tempo]', '#Weekly', '#promo', '#Arkisound']"
9919,I had the worst anxiety attack of my life today lmao,"['I', 'had', 'the', 'worst', 'anxiety', 'attack', 'of', 'my', 'life', 'today', 'lmao']"
9920,"@MsKgothatso_ after seeing the person i be like ""ahhh konje"" then memories come back. The good and bad","['@MsKgothatso_', 'after', 'seeing', 'the', 'person', 'i', 'be', 'like', '""ahhh', 'konje""', 'then', 'memories', 'come', 'back.', 'The', 'good', 'and', 'bad']"
9921,@CBSNews wish the same could be said about the african americans,"['@CBSNews', 'wish', 'the', 'same', 'could', 'be', 'said', 'about', 'the', 'african', 'americans']"
9922,Blacker than your Dads burned bbq chicken when he blacked out in the garden from sipping black label carling @JmeBBK,"['Blacker', 'than', 'your', 'Dads', 'burned', 'bbq', 'chicken', 'when', 'he', 'blacked', 'out', 'in', 'the', 'garden', 'from', 'sipping', 'black', 'label', 'carling', '@JmeBBK']"
9923,"@ElsaPataky_ the luckiest woman in the world : @chrishemsworth 's wife, and more, @liamHemsworth sister-in-law Haha","['@ElsaPataky_', 'the', 'luckiest', 'woman', 'in', 'the', 'world', ':', '@chrishemsworth', ""'s"", 'wife,', 'and', 'more,', '@liamHemsworth', 'sister-in-law', 'Haha']"
9924,"@Sophiae007 �۪tis all over the news. In this day and age, everyone, not just companies need to encrypt. No excuses.","['@Sophiae007', '�۪tis', 'all', 'over', 'the', 'news.', 'In', 'this', 'day', 'and', 'age,', 'everyone,', 'not', 'just', 'companies', 'need', 'to', 'encrypt.', 'No', 'excuses.']"
9925,"I just signed this petition, please join me: https://t.co/yXbpENJKd1 via @leadnowca","['I', 'just', 'signed', 'this', 'petition,', 'please', 'join', 'me:', 'https://t.co/yXbpENJKd1', 'via', '@leadnowca']"
