,sequences,labels,sequence_tok,ner_BIO_full,ner_BIO_full_0.05,ner_BIO_full_0.1,ner_BIO_full_0.15,ner_BIO_full_0.2
1212,This new development occurs as the province has added 485 cases and three deaths to its balance sheet .,"O O O O O O O O O B-person I-person O B-person I-person O O O O O
","['This', 'new', 'development', 'occurs', 'as', 'the', 'province', 'has', 'added', '485', 'cases', 'and', 'three', 'deaths', 'to', 'its', 'balance', 'sheet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-product', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']","['O', 'I-location', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-person', 'O', 'I-animal', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'B-animal', 'I-symptom', 'B-person', 'O', 'I-disease']"
1213,"Zhong Nanshan , China's largest respiratory specialist , expressed deep concern at the latest outbreak in Zhangjiajie , where at least eight confirmed cases were found on Sunday and are related to COVID-19 infections in at least seven cities in five provinces .","B-person I-person O B-location O O O O O O O O O O O O B-location O O O O B-person I-person I-person O O O B-time O O O O B-disease O O O O O O O O O O
","['Zhong', 'Nanshan', ',', ""China's"", 'largest', 'respiratory', 'specialist', ',', 'expressed', 'deep', 'concern', 'at', 'the', 'latest', 'outbreak', 'in', 'Zhangjiajie', ',', 'where', 'at', 'least', 'eight', 'confirmed', 'cases', 'were', 'found', 'on', 'Sunday', 'and', 'are', 'related', 'to', 'COVID-19', 'infections', 'in', 'at', 'least', 'seven', 'cities', 'in', 'five', 'provinces', '.']","['B-person', 'I-person', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-disease', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'O', 'B-location', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'B-symptom', 'O', 'O', 'O', 'B-animal', 'O', 'B-location', 'O', 'O', 'O', 'B-disease', 'B-person', 'I-person', 'I-virus', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'I-organization', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'B-location', 'B-time', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'I-disease', 'B-time', 'I-disease', 'O', 'O', 'O', 'B-person', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'O', 'B-location', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O']"
1214,Nanjing : Doctors work hard to fully contain COVID-19 vaccination works to alleviate symptoms and shorten treatment regimens .,"B-location O B-person O O O O O B-disease O O O O O O O O O O
","['Nanjing', ':', 'Doctors', 'work', 'hard', 'to', 'fully', 'contain', 'COVID-19', 'vaccination', 'works', 'to', 'alleviate', 'symptoms', 'and', 'shorten', 'treatment', 'regimens', '.']","['B-location', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'O', 'B-person', 'O', 'O', 'O', 'I-animal', 'O', 'B-disease', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'O', 'B-person', 'O', 'O', 'O', 'O', 'I-disease', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']","['B-location', 'O', 'B-person', 'O', 'I-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-bacterium', 'I-person', 'O', 'O']"
1215,"The six - month - old girl was admitted in the MMCH from Manikchak with fever and jaundice yesterday afternoon , sources said . MMCH authorities said that they did not get enough time to provide her proper treatment as they said she was brought to the hospital in the last stages of her illness .","B-person I-person I-person I-person I-person I-person I-person O O O O B-organization O B-location O B-symptom O B-symptom O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
","['The', 'six', '-', 'month', '-', 'old', 'girl', 'was', 'admitted', 'in', 'the', 'MMCH', 'from', 'Manikchak', 'with', 'fever', 'and', 'jaundice', 'yesterday', 'afternoon', ',', 'sources', 'said', '.', 'MMCH', 'authorities', 'said', 'that', 'they', 'did', 'not', 'get', 'enough', 'time', 'to', 'provide', 'her', 'proper', 'treatment', 'as', 'they', 'said', 'she', 'was', 'brought', 'to', 'the', 'hospital', 'in', 'the', 'last', 'stages', 'of', 'her', 'illness', '.']","['B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-location', 'O', 'B-symptom', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'B-animal', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-location', 'O', 'B-symptom', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'B-product', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-location', 'O', 'B-symptom', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'B-organization', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-location', 'O', 'B-symptom', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O']","['B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-bacterium', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-time', 'O', 'B-symptom', 'O', 'B-symptom', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'B-disease', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'I-person']"
1216,"China News Service , August 19 According to official WeChat news of the Yunnan Provincial Health Commission , between 0 : 00 and 24 : 00 on August 18 , Yunnan Province added six new cases of confirmed cases and one case of asymptomatic infection .","B-organization I-organization I-organization O B-location I-location O O B-person B-organization I-organization O O B-organization I-organization I-organization I-organization O B-time I-time I-time I-time I-time I-time I-time I-time I-time I-time I-time O B-location I-location O B-person I-person I-person O O O O B-person I-person I-person I-person I-person O
","['China', 'News', 'Service', ',', 'August', '19', 'According', 'to', 'official', 'WeChat', 'news', 'of', 'the', 'Yunnan', 'Provincial', 'Health', 'Commission', ',', 'between', '0', ':', '00', 'and', '24', ':', '00', 'on', 'August', '18', ',', 'Yunnan', 'Province', 'added', 'six', 'new', 'cases', 'of', 'confirmed', 'cases', 'and', 'one', 'case', 'of', 'asymptomatic', 'infection', '.']","['B-organization', 'I-organization', 'I-organization', 'O', 'B-location', 'I-location', 'O', 'O', 'B-person', 'B-organization', 'I-organization', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'O', 'B-location', 'I-location', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O']","['B-organization', 'I-organization', 'I-organization', 'O', 'B-location', 'I-location', 'O', 'O', 'B-person', 'B-organization', 'I-disease', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'O', 'B-location', 'I-location', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O']","['B-organization', 'I-organization', 'I-organization', 'O', 'B-location', 'I-location', 'O', 'O', 'B-person', 'B-organization', 'I-organization', 'I-virus', 'O', 'B-organization', 'I-organization', 'B-virus', 'I-organization', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'B-location', 'B-animal', 'I-location', 'O', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O']","['B-organization', 'I-organization', 'I-organization', 'O', 'B-disease', 'I-location', 'O', 'O', 'B-person', 'B-organization', 'I-organization', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'I-person', 'I-time', 'O', 'B-location', 'I-location', 'O', 'B-time', 'I-person', 'I-person', 'O', 'O', 'O', 'B-animal', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-animal']","['B-organization', 'I-organization', 'I-organization', 'O', 'B-location', 'I-location', 'B-virus', 'O', 'B-person', 'I-virus', 'I-organization', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-disease', 'I-time', 'I-time', 'I-time', 'I-time', 'I-time', 'B-animal', 'O', 'B-organization', 'I-location', 'O', 'B-animal', 'I-bacterium', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'I-person', 'I-person', 'I-person', 'O']"
1217,"New Zealand has achieved success in curbing photo Archive Delta variant - a resident has a facial mask sitting in the bus stop next to the safety guidelines fitted as the precaution from the VID-19 plague , in Auckland , New Zealand , ( 31/8/2020 ) . MR . REUTERS / Fiona Goiall / aa .","B-location I-location O O O O O O O B-virus I-virus O O B-person O O O B-product O O O O O O O O O O O O O O O O O O O O B-location I-location I-location I-location O O B-time O O O O B-organization O B-person I-person O O O
","['New', 'Zealand', 'has', 'achieved', 'success', 'in', 'curbing', 'photo', 'Archive', 'Delta', 'variant', '-', 'a', 'resident', 'has', 'a', 'facial', 'mask', 'sitting', 'in', 'the', 'bus', 'stop', 'next', 'to', 'the', 'safety', 'guidelines', 'fitted', 'as', 'the', 'precaution', 'from', 'the', 'VID-19', 'plague', ',', 'in', 'Auckland', ',', 'New', 'Zealand', ',', '(', '31/8/2020', ')', '.', 'MR', '.', 'REUTERS', '/', 'Fiona', 'Goiall', '/', 'aa', '.']","['B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-person', 'I-person', 'O', 'O', 'O']","['B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-person', 'I-person', 'O', 'O', 'O']","['B-location', 'I-location', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'B-person', 'O', 'O', 'I-organization', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-person', 'I-person', 'O', 'O', 'O']","['B-location', 'B-animal', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'B-organization', 'O', 'B-organization', 'O', 'I-time', 'I-person', 'I-animal', 'O', 'O']","['B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'I-virus', 'O', 'I-symptom', 'B-person', 'O', 'O', 'O', 'B-product', 'O', 'O', 'I-organization', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'B-disease', 'O', 'I-organization', 'I-disease', 'O', 'B-person', 'O', 'O', 'B-organization', 'O', 'B-person', 'I-person', 'O', 'O', 'O']"
1218,Video footage suggested the president was breathing hard .,"O O O B-person I-person O O O O
","['Video', 'footage', 'suggested', 'the', 'president', 'was', 'breathing', 'hard', '.']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'I-product', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'I-disease', 'O', 'O']"
1219,""" The reasons for the concentrated outbreak at the Nanjing Lukou Airport are various factors , including the failure to implement the control and control system , the lax mentality of airport workers , and the failure of the airport's cleaning service to strictly implement the responsibility for preventing and controlling the epidemic .","O O O O O O O O O B-location I-location I-location O O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O
","['""', 'The', 'reasons', 'for', 'the', 'concentrated', 'outbreak', 'at', 'the', 'Nanjing', 'Lukou', 'Airport', 'are', 'various', 'factors', ',', 'including', 'the', 'failure', 'to', 'implement', 'the', 'control', 'and', 'control', 'system', ',', 'the', 'lax', 'mentality', 'of', 'airport', 'workers', ',', 'and', 'the', 'failure', 'of', 'the', ""airport's"", 'cleaning', 'service', 'to', 'strictly', 'implement', 'the', 'responsibility', 'for', 'preventing', 'and', 'controlling', 'the', 'epidemic', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'B-location', 'I-bacterium', 'I-location', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-person', 'O', 'B-symptom', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O']"
1220,"Another 19,550 new infections were reported in the past 24 hours , with seven imported and 19,543 local transmissions , bringing the national total tally to 1,960,500 .","O B-person I-person I-person O O O O O O O O O O O O O O O O O O O O O O O O
","['Another', '19,550', 'new', 'infections', 'were', 'reported', 'in', 'the', 'past', '24', 'hours', ',', 'with', 'seven', 'imported', 'and', '19,543', 'local', 'transmissions', ',', 'bringing', 'the', 'national', 'total', 'tally', 'to', '1,960,500', '.']","['O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-person', 'I-person', 'B-animal', 'O', 'O', 'B-product', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'B-disease', 'I-virus', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'B-person', 'O', 'I-virus', 'O', 'O']","['O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-virus', 'B-person', 'I-person', 'I-person', 'O', 'I-virus', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1221,"Empty standing water from containers around the house ( tires , neglected swimming pools , bird baths , clogged gutters and buckets ) ; make sure doors and windows have tight - fitting screens .","O O O O O O O O O O O O O O O B-animal O O O O O O O O O O O O O O O O O O O
","['Empty', 'standing', 'water', 'from', 'containers', 'around', 'the', 'house', '(', 'tires', ',', 'neglected', 'swimming', 'pools', ',', 'bird', 'baths', ',', 'clogged', 'gutters', 'and', 'buckets', ')', ';', 'make', 'sure', 'doors', 'and', 'windows', 'have', 'tight', '-', 'fitting', 'screens', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'I-disease', 'O', 'I-bacterium', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'B-animal', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'I-virus', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'I-product', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'B-organization', 'O']"
1222,' Real and present ' threat One hundred troops will be deployed to the QLD - NSW border .,"O O O O O O B-person I-person I-person O O O O O B-location I-location I-location I-location O
","[""'"", 'Real', 'and', 'present', ""'"", 'threat', 'One', 'hundred', 'troops', 'will', 'be', 'deployed', 'to', 'the', 'QLD', '-', 'NSW', 'border', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'I-symptom', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'B-time', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O']","['O', 'O', 'O', 'O', 'B-time', 'O', 'I-location', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'I-location', 'I-location', 'B-animal', 'O']"
1223,Deli and pre - packed products at Hartland Valufoods and Centreville Valufoods in New Brunswick are also included in the recall .,"O O O O O O O B-location I-location O B-location I-location O B-location I-location O O O O O O O
","['Deli', 'and', 'pre', '-', 'packed', 'products', 'at', 'Hartland', 'Valufoods', 'and', 'Centreville', 'Valufoods', 'in', 'New', 'Brunswick', 'are', 'also', 'included', 'in', 'the', 'recall', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-product', 'I-location', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'I-time', 'B-location', 'I-location', 'O', 'O', 'B-person', 'I-organization', 'O', 'O', 'O']","['I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'B-time', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
