,tweets_tok,ner_BIO_full,tweets_full_text,ner_BIO_full_text
435,"['@Jeaworld', 'Happy', 'Birthday', 'JeA', 'Unnie', 'Have', 'lots', 'of', 'birthday', 'fun', 'May', 'your', 'birthday', 'wishes', 'all', 'come', 'true', 'luv', 'ya', '&amp;', 'take', 'care']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@Jeaworld Happy Birthday JeA Unnie Have lots of birthday fun May your birthday wishes all come true luv ya &amp; take care,O O O B-person I-person O O O O O O O O O O O O O O O O O
436,"['#reallymeans', 'to', 'love-', ""can't"", 'get', 'her', 'outta', 'my', 'head', 'wann', 'spend', 'every', 'day', 'with', 'herz', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",#reallymeans to love- can't get her outta my head wann spend every day with herz !,O O O O O O O O O O O O O O O O
437,"['i', 'saw', '@TATTEDUP_FLYTY', 'one', 'day', 'walkin', '2', 'the', 'store', '..', 'and', 'this', 'foo', 'tripped', 'and', 'tried', '2', 'play', 'it', 'off', 'LOL', '!!!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",i saw @TATTEDUP_FLYTY one day walkin 2 the store .. and this foo tripped and tried 2 play it off LOL !!!!,O O O O O O O O O O O O O O O O O O O O O O
438,"['@mekamoe927', 'I', ""'ve"", 'had', 'one', 'before', ',', 'but', 'it', 'was', 'a', 'short', 'experience', '(', 'double', 'entendre', 'intended)', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@mekamoe927 I 've had one before , but it was a short experience ( double entendre intended) .",O O O O O O O O O O O O O O O O O O
439,"['Best', '#free', '#livemusic', 'in', '#Denver', 'tonight', 'with', 'the', 'return', 'of', 'Breaking', '&amp;', 'Entering', '.', 'Be', 'sure', 'to', 'come', 'down', 'to', 'Hi', 'Pac', 'and', 'check', 'it', 'out', '!']","['O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'B-musicartist', 'I-musicartist', 'I-musicartist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-facility', 'I-facility', 'O', 'O', 'O', 'O', 'O']",Best #free #livemusic in #Denver tonight with the return of Breaking &amp; Entering . Be sure to come down to Hi Pac and check it out !,O O O O B-geo-loc O O O O O B-musicartist I-musicartist I-musicartist O O O O O O O B-facility I-facility O O O O O
440,"['3', 'tests', 'and', 'an', 'essay', 'today', '.', '&gt;', '__', '&gt;', 'also', 'i', 'lost', 'my', 'backpackkk', 'c', ':', 'but', 'then', 'i', 'found', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",3 tests and an essay today . &gt; __ &gt; also i lost my backpackkk c : but then i found it .,O O O O O O O O O O O O O O O O O O O O O O O
441,"['Ah', 'crap', '.', 'No', '#MCRchat', 'tonight', 'for', 'me', ',', 'I', 'guess', ':', '|', 'Damn', 'I', 'was', 'so', 'excited', "":'"", '(']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Ah crap . No #MCRchat tonight for me , I guess : | Damn I was so excited :' (",O O O O O O O O O O O O O O O O O O O O
442,"['I', 'had', 'a', 'substitute', 'today', 'that', 'looked', 'like', '@thedillon', 'from', 'the', 'side', 'of', 'his', 'face', '.', 'Haha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I had a substitute today that looked like @thedillon from the side of his face . Haha,O O O O O O O O O O O O O O O O O
443,"['RT', '@Leonsays', ':', 'Need', 'a', 'nice', 'chill', 'spot', 'tonight', ',', 'no', 'hype', '...', 'Any', 'suggestions', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @Leonsays : Need a nice chill spot tonight , no hype ... Any suggestions ?",O O O O O O O O O O O O O O O O
444,"['What', 'is', 'everyone', 'watching', 'this', 'weekend', '?', 'Twins', '?', 'Vikings', '?', 'anyone', 'going', 'to', 'see', 'Friday', 'Night', 'Lights', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sportsteam', 'O', 'B-sportsteam', 'O', 'O', 'O', 'O', 'O', 'B-tvshow', 'I-tvshow', 'I-tvshow', 'O']",What is everyone watching this weekend ? Twins ? Vikings ? anyone going to see Friday Night Lights ?,O O O O O O O B-sportsteam O B-sportsteam O O O O O B-tvshow I-tvshow I-tvshow O
445,"['Yahoo', ':', 'Jackie', 'joins', 'Twitter', '50', 'years', 'after', 'JFK', 'campaign', ':', 'Had', 'Twitter', 'been', 'an', 'option', 'in', '1960', ',', 'a', 'pregnant', 'Jacquelin', '...', 'http://yhoo.it/9VAD4A']","['B-company', 'O', 'B-person', 'O', 'B-company', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","Yahoo : Jackie joins Twitter 50 years after JFK campaign : Had Twitter been an option in 1960 , a pregnant Jacquelin ... http://yhoo.it/9VAD4A",B-company O B-person O B-company O O O B-person O O O B-company O O O O O O O O B-person O O
446,"['#MuchLove', 'to', 'my', 'baby', 'girl', '!', '10.20', '.', '09', '!!', 'One', 'year', 'here', 'we', 'come', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",#MuchLove to my baby girl ! 10.20 . 09 !! One year here we come !,O O O O O O O O O O O O O O O O
447,"['LADY', 'GAGA', 'IS', 'BETTER', 'THE', '5th', 'TIME', 'OH', 'BABY(', ':']","['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",LADY GAGA IS BETTER THE 5th TIME OH BABY( :,B-person I-person O O O O O O O O
448,"['argrgrgr', 'hy', 'is', 'it', 'already', 'midway', 'through', 'sep', '!!!!', ':(']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",argrgrgr hy is it already midway through sep !!!! :(,O O O O O O O O O O
449,"['I', 'just', 'took', '""', 'After', 'getting', 'trampled', 'at', 'a', 'Justin', 'Bieber', 'concert', ',', 'yoiu', 'wake', 'up', 'and', '...""', 'and', 'got', ':', 'Part', '6', ':)', '!', 'Try', 'it', ':', 'http://tinyurl.com/26zeju5']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","I just took "" After getting trampled at a Justin Bieber concert , yoiu wake up and ..."" and got : Part 6 :) ! Try it : http://tinyurl.com/26zeju5",O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O
450,"['RT', '@Sexstrology', ':', 'Sagittarius', 'is', 'turned', 'off', 'when', 'you', 'play', 'hard', 'to', 'get', '.', 'They', 'want', 'it', 'now', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @Sexstrology : Sagittarius is turned off when you play hard to get . They want it now .,O O O O O O O O O O O O O O O O O O O
451,"['#JenniferAniston', 'quote', 'of', 'the', 'day', ':', 'I', ""don't"", 'have', 'a', 'religio', 'n.I', 'believe', 'in', 'a', 'Go', 'd.I', ""don't"", 'know', 'what', 'it', 'looks', 'like', '(', 'cont', ')', 'http://tl.gd/63av0t']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",#JenniferAniston quote of the day : I don't have a religio n.I believe in a Go d.I don't know what it looks like ( cont ) http://tl.gd/63av0t,O O O O O O O O O O O O O O O O O O O O O O O O O O O
452,"['@philmacaulay', 'Recently', 'appreciated', 'how', 'amazing', 'night', 'time', 'is', ':D']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@philmacaulay Recently appreciated how amazing night time is :D,O O O O O O O O O
453,"['@bieberarmy_asia', 'hey', 'i', 'gotta', 'ask', 'you', 'something', 'if', 'i', 'can', ':)', 'please', 'tweet', 'me', 'when', 'you', 'be', 'online', 'and', ""i'll"", 'send', 'you', 'DM', '.', 'okkk', '?', 'thank', 'you']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@bieberarmy_asia hey i gotta ask you something if i can :) please tweet me when you be online and i'll send you DM . okkk ? thank you,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
454,"['If', 'Conn', 'is', 'less', 'than', 'impressed', 'with', 'chevre', ',', 'he', 'has', 'a', 'loyal', 'ally', 'in', 'his', 'grandscruffy', ',', 'who', 'finds', 'it', 'great', 'when', 'it', ""'s"", 'good', '--', 'which', 'is', 'rarely', '.']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","If Conn is less than impressed with chevre , he has a loyal ally in his grandscruffy , who finds it great when it 's good -- which is rarely .",O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
455,"['RT', '@atlantamade1986Shorts', 'or', 'leggings', 'tonight', '??&quot;', 'Leggings', '.', 'It', ""'s"", 'sumthin', 'bout', 'em', 'I', 'like', 'on', 'a', 'woman', '...', 'cuz', 'u', 'can', 'c', 'da', 'cameltoe', 'that', ""'s"", 'why', '..', 'lol']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @atlantamade1986Shorts or leggings tonight ??&quot; Leggings . It 's sumthin bout em I like on a woman ... cuz u can c da cameltoe that 's why .. lol,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
456,"['Work', 'from', 'Home', 'try', 'a', 'FREE', '90', 'Day', 'Membership', ',', 'We', 'have', 'Clients', 'waiting', 'for', 'You', 'at', ':', 'http://www.dewpointe.com/JoinMyAppointmentSetter']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Work from Home try a FREE 90 Day Membership , We have Clients waiting for You at : http://www.dewpointe.com/JoinMyAppointmentSetter",O O O O O O O O O O O O O O O O O O O
457,"['@DonnieWahlberg', 'Hey', 'hun', '...', 'We', 'are', 'all', 'here', 'tonight', '.', 'lol', '.', 'Friday', '.', 'oh', 'yeah', '...', 'lol']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@DonnieWahlberg Hey hun ... We are all here tonight . lol . Friday . oh yeah ... lol,O O O O O O O O O O O O O O O O O O
458,"['My', 'first', 'assignment', 'was', 'a', 'medical', 'illustration', 'job', 'through', 'a', 'friend', '.', 'After', 'meeting', 'with', 'the', 'surgeon', ',', 'I', 'comple', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","My first assignment was a medical illustration job through a friend . After meeting with the surgeon , I comple ...",O O O O O O O O O O O O O O O O O O O O O
459,"['Hey', 'Listeners', ""we're"", 'recording', 'Sunday', 'for', 'episode', '28', '&amp;', 'it', ""'s"", 'a', 'retrospective', 'on', 'the', 'Halo', 'franchise', 'along', 'with', 'an', 'ass', 'load', 'of', 'other', 'goodness', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Hey Listeners we're recording Sunday for episode 28 &amp; it 's a retrospective on the Halo franchise along with an ass load of other goodness !,O O O O O O O O O O O O O O O B-product O O O O O O O O O O
460,"['@KatherineRamos', 'it', ""'s"", 'cool', 'also', ""I'm"", 'not', 'sure', '.', 'If', 'I', 'were', 'you', ""I'd"", 'renew', 'right', 'away', 'before', 'but', 'if', 'not', ""I'd"", 'still', 'try', '.', 'Best', 'of', 'luck']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@KatherineRamos it 's cool also I'm not sure . If I were you I'd renew right away before but if not I'd still try . Best of luck,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
461,"['Chilling', 'wit', 'my', 'baby', 'tonight', '!']","['O', 'O', 'O', 'O', 'O', 'O']",Chilling wit my baby tonight !,O O O O O O
462,"['Playboy', '-', '10', 'October', '2010', 'Slovenia', ':', 'Playboy', '-', '10', 'October', '2010', 'SloveniaSlovene', '|', '138', 'pages', '|', 'PDF', '|', '39.45', 'Mb', 'http://bit.ly/aJILb4']","['B-company', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Playboy - 10 October 2010 Slovenia : Playboy - 10 October 2010 SloveniaSlovene | 138 pages | PDF | 39.45 Mb http://bit.ly/aJILb4,B-company O O O O B-geo-loc O B-company O O O O O O O O O O O O O O
463,"['RT', '@Sexstrology', ':', 'Pisces', 'tend', 'to', 'escape', 'into', 'fantasy', 'and', 'day', 'dreams', '.', 'There', 'they', 'are', 'free', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @Sexstrology : Pisces tend to escape into fantasy and day dreams . There they are free .,O O O O O O O O O O O O O O O O O O
464,"['Radio', 'Ga', 'Ga', ':', 'Collector', 'fills', 'his', 'house', 'with', '1,200', 'radio', 'sets', 'spanning', 'more', 'than', '100', 'years', 'http://bit.ly/dgpvp1']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Radio Ga Ga : Collector fills his house with 1,200 radio sets spanning more than 100 years http://bit.ly/dgpvp1",O O O O O O O O O O O O O O O O O O
465,"['@vogueglamGIRL', 'Ah', 'I', 'know', '!', 'She', 'is', 'simply', 'the', 'best', 'in', 'The', 'Sept', 'Issue', '.', 'My', 'boyfriend', ""'s"", 'aunt', 'worked', 'for', 'Anna', 'Wintor', 'in', 'NY', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O']",@vogueglamGIRL Ah I know ! She is simply the best in The Sept Issue . My boyfriend 's aunt worked for Anna Wintor in NY .,O O O O O O O O O O O O O O O O O O O O O B-person I-person O O O
466,"['Having', 'movie', 'night', 'tonight', 'at', 'the', 'crib', 'and', 'ur', 'not', 'invited', '*BBM', 'sticks', 'tongue', 'out', 'smiley*']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Having movie night tonight at the crib and ur not invited *BBM sticks tongue out smiley*,O O O O O O O O O O O O O O O O
467,"['RT', '@LUNGevity', ':', 'This', 'is', 'going', 'to', 'be', 'an', 'amazing', 'weekend', 'w/3', 'events', 'on', 'the', 'same', 'day', 'benefiting', 'lung', 'cancer', 'research', '(', 'Sun/Sept', '19', ')', '!...', 'http', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @LUNGevity : This is going to be an amazing weekend w/3 events on the same day benefiting lung cancer research ( Sun/Sept 19 ) !... http ...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
468,"['Gotta', 'call', 'mom', '2', 'let', 'her', 'know', 'it', ""'s"", 'almost', '3', '.', 'Yli', 'gets', 'out', 'in', '15', '.', 'Mom', 'took', 'the', 'antenna', 'home', 'today', '&amp;', 'connected', 'it', 'at', 'home', ',', 'finally', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Gotta call mom 2 let her know it 's almost 3 . Yli gets out in 15 . Mom took the antenna home today &amp; connected it at home , finally .",O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O
469,"['Chicago', 'Blackhawks', 'general', 'manager', 'Stan', 'Bowman', 'said', 'Cristobal', 'Huet', 'will', 'be', 'gone', 'in', 'two', 'weeks', '...', 'http://fan.ac/Ydv', '#NHL']","['B-sportsteam', 'I-sportsteam', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Chicago Blackhawks general manager Stan Bowman said Cristobal Huet will be gone in two weeks ... http://fan.ac/Ydv #NHL,B-sportsteam I-sportsteam O O B-person I-person O B-person I-person O O O O O O O O O
470,"['@JayDubshow', 'it', 'showed', 'you', 'Clapping', 'on', 'TV', 'after', 'the', 'Swagger/Kofi', 'Match', 'Lol']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O']",@JayDubshow it showed you Clapping on TV after the Swagger/Kofi Match Lol,O O O O O O O O O B-other I-other O
471,"['Hendrix', 'died', '40', 'years', 'ago', '...', 'but', 'his', 'studio', 'lives', 'on', '.', 'A', 'look', 'at', 'NYC', ""'s"", 'Electric', 'Lady', 'Studios', ',', 'past', 'and', 'present', ':', 'http://ow.ly/2G49m']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'B-company', 'I-company', 'I-company', 'O', 'O', 'O', 'O', 'O', 'O']","Hendrix died 40 years ago ... but his studio lives on . A look at NYC 's Electric Lady Studios , past and present : http://ow.ly/2G49m",B-person O O O O O O O O O O O O O O B-geo-loc O B-company I-company I-company O O O O O O
472,"['@FirstLadyEve', 'have', 'a', 'dating', 'show', 'with', '@ogochocinco', 'evry', 'week', ""'ll"", 'compete', 'with', 'sum', 'hawt', 'dude', '2', 'keep', 'ur', 'intrest', 'like', '@willdemps', 'my$', 'on', 'will']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@FirstLadyEve have a dating show with @ogochocinco evry week 'll compete with sum hawt dude 2 keep ur intrest like @willdemps my$ on will,O O O O O O O O O O O O O O O O O O O O O O O O
473,"['tonight', 'at', 'The', 'Lodge', ':', 'braised', 'bison', 'shortribs', ',', 'kabocha', 'squash', 'risotto', 'http://twitpic.com/2pdu4g']","['O', 'O', 'B-facility', 'I-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","tonight at The Lodge : braised bison shortribs , kabocha squash risotto http://twitpic.com/2pdu4g",O O B-facility I-facility O O O O O O O O O
474,"['@OhSoJosie', 'shit', 'get', 'me', 'tight', 'when', 'I', 'go', 'to', 'the', 'beach', 'n', 'everybody', 'in', 'the', 'sand', '-_-']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@OhSoJosie shit get me tight when I go to the beach n everybody in the sand -_-,O O O O O O O O O O O O O O O O O
475,"['@Jessica_Chobot', 'did', 'you', 'see', 'the', 'yakuza', 'vs', 'zombies', '....', 'smh', 'but', 'cool', 'at', 'the', 'same', 'time']","['O', 'O', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@Jessica_Chobot did you see the yakuza vs zombies .... smh but cool at the same time,O O O O O B-other O O O O O O O O O O
476,"['Comets', 'circle', 'the', 'universe', 'and', 'every', 'few', 'hundred', 'yrs', 'it', 'takes', 'photos', 'of', 'progress', 'Time', 'out', 'there', 'id', 'different', 'than', 'close', 'up']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Comets circle the universe and every few hundred yrs it takes photos of progress Time out there id different than close up,O O O O O O O O O O O O O O O O O O O O O O
477,"['@Miss_SarahBaby', 'hmmm', '..', 'u', 'kno', 'when', 'happy', 'hour', 'ends', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@Miss_SarahBaby hmmm .. u kno when happy hour ends ?,O O O O O O O O O O
478,"['@lauramcblain94_', 'lololololol', 'tonight', 'was', 'worse', 'than', 'stressful', '!', 'xo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@lauramcblain94_ lololololol tonight was worse than stressful ! xo,O O O O O O O O O
479,"['Last', 'day']","['O', 'O']",Last day,O O
480,"['Going', 'to', 'the', 'country', 'fair', 'today', ':)']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Going to the country fair today :),O O O O O O O
481,"['Maybe', 'it', ""'s"", 'compulsary', '..', 'when', ""you're"", 'over', 'the', 'age', 'of', '30', 'and', 'an', 'unemployed', 'wrestler', 'you', 'have', 'to', 'act', 'like', 'a', 'total', 'tool', '.', 'http://fb.me/GpyFjTgp']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Maybe it 's compulsary .. when you're over the age of 30 and an unemployed wrestler you have to act like a total tool . http://fb.me/GpyFjTgp,O O O O O O O O O O O O O O O O O O O O O O O O O O
482,"['RT', '@broniaisdeadly', ':', 'http://www.youtube.com/watch?v=yRyK9doEmHE', '&lt;', 'A', 'DAY', 'IN', 'THE', 'LIFE', 'OF', 'ME', '.', 'Go', 'comment', 'and', 'subscribe', 'and', ""I'll"", 'love', 'you', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @broniaisdeadly : http://www.youtube.com/watch?v=yRyK9doEmHE &lt; A DAY IN THE LIFE OF ME . Go comment and subscribe and I'll love you ...,O O O O O O O O O O O O O O O O O O O O O O
483,"['@keevaguilfoyle', 'you', 'know', ""you're"", 'loved', 'when', '@shabbyofficial', 'gets', 'a', 'new', 'hat', 'in', 'your', 'honor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@keevaguilfoyle you know you're loved when @shabbyofficial gets a new hat in your honor .,O O O O O O O O O O O O O O O
